revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
203791543,31,Q19585297$03dfea11-43a5-08c9-cc6d-a74095bd3339,instance of,2015 Island Games,"""Q167170""",multi-sport event,"""Q845262""",Island Games,refinement,organized sporting event involving multiple sports,international multi-sports event,property_value_update
1307511067,39,Q86068569$be8a2902-4092-d8ee-9e9b-7c88834ecc8a,position held,Robert J. Coury,"""Q140686""",chairperson,"""Q62063127""",executive chairperson,refinement,leading or presiding officer of an organized group,position,refinement
697399880,31,Q11519268$9C76F492-628E-4783-9D33-0C6B01F26DD6,instance of,木漏れ日カレンダー,"""Q482994""",album,"""Q1138081""",covers album,refinement,"grouping of album releases by an artist usually released at the same time with the same title and tracks but in different formats for consumption (digital, CD, LP)",music album consisting primarily or completely of cover versions,property_value_update
705625609,31,Q9363713$F489572F-4278-427B-AD43-68131FBB8C82,instance of,Tyrants from the Abyss – A Tribute to Morbid Angel,"""Q482994""",album,"""Q734454""",tribute album,refinement,"grouping of album releases by an artist usually released at the same time with the same title and tracks but in different formats for consumption (digital, CD, LP)",recorded collection of cover versions of songs or instrumental compositions,property_value_update
118258264,131,q1265347$93E43915-8F23-4D74-B7A8-C870CF0F40AE,located in the administrative territorial entity,Duncan,"""Q1974""",British Columbia,"""Q1138212""",Cowichan Valley Regional District,refinement,province of Canada,regional district of British Columbia,property_value_update
278850891,31,Q1926820$A49680D2-E0D0-41AE-B656-3B2C2CC522A7,instance of,District 3,"""Q2582669""",district,"""Q21608359""",urban district of Vietnam,refinement,subdivision of Vietnam,administrative territorial entity,property_value_update
212779305,31,Q623697$B9CB52CB-E01B-452B-A6B7-2DBF54CA1EE8,instance of,Arabella,"""Q402092""",motor ship,"""Q1710979""",Rodina-class motorship,refinement,"ship propelled by an internal combustion engine, usually a diesel engine",Russian passenger ship,refinement
999961172,527,Q11442$e718a3c4-4a03-f132-ecf8-0cb675a7220d,has part(s),bicycle,"""Q2381072""",frame,"""Q167130""",bicycle frame,refinement,transverse support of a sailing vessel,main component of a bicycle,refinement
1237904496,641,Q6187612$B6475FC6-F27B-4A47-8542-A4B800EB6698,sport,Jessie Barr,"""Q542""",athletics,"""Q11706688""",sprinting,refinement,"sports involving running, jumping, throwing and walking",short distance athletics footraces up to 400 metres,refinement
318252191,31,Q23653647$794e3d36-4300-cf4f-fcdb-5281a3d2ea8f,instance of,,"""Q571""",book,"""Q7433672""",scientific book,refinement,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,nonfiction book about science,refinement
103180788,132,Q15411104$5592df52-4e21-5338-12e0-4eacb6ea6507,type of administrative division,Zyukayka,"""Q14788575""",rural settlement,"""Q634099""",rural settlement in Russia,refinement,settlement in the areas defined as rural by a governmental office,type of a municipal formation in Russia,refinement
1982889701,361,Q44151$b127caea-4ffc-a03b-8713-a15181f8762f,part of,Bezirksliga,"""Q1756477""",league system,"""Q835610""",German football league system,refinement,hierarchy of leagues in a sport,league system,refinement
949577679,279,Q526668$e3d5daf8-4227-5fbd-bfae-ab378dcfa6c5,subclass of,sigmoid function,"""Q11348""",function,"""Q1052379""",logistic function,refinement,association of a single output to each input,mathematical function,property_value_update
266705307,54,Q3482456$31ba7513-48dd-2305-912c-728a1b3c3b4b,member of sports team,Shona Thorburn,"""Q168515""",University of Utah,"""Q1581747""",Utah Utes,refinement,"public coeducational space-grant research university in Salt Lake City, Utah, United States",intercollegiate sports teams of the University of Utah,property_value_update
1298600144,452,Q97262169$5655cefb-473d-56be-aad4-814aa6c934d6,industry,Thisarana Arama,"""Q1043088""",organization,"""Q163740""",nonprofit organization,refinement,Wikimedia disambiguation page,organization operated for a collective benefit,refinement
1109191530,31,Q1090219$d14fa069-41ea-4ce0-84ab-174ebd5285dd,instance of,building manager,"""Q28640""",profession,"""Q84313594""",service profession,refinement,occupation requiring specialized training,occupation in the tertiary sector of the economy,refinement
1127053557,527,Q11267936$b0cb44bc-46cc-dd33-5aec-3eef9896d1ba,has part(s),Sashisuseso,"""Q12370""",salt,"""Q11254""",table salt,refinement,ionic compound composed of cations and anions,"mineral used as food ingredient, composed primarily of sodium chloride",refinement
320982811,31,Q7180516$59802192-6DC8-44A7-A4B3-B8FAA27D479D,instance of,Phantasm,"""Q215380""",musical group,"""Q1492889""",gamba ensemble,refinement,musical ensemble which performs music,musical ensemble featuring viols,refinement
1261395859,31,Q29587250$05604e1c-4f7c-4b5c-cdb4-5aca4b07befd,instance of,Hyrule Castle Throne Room,"""Q1251792""",throne room,"""Q98524595""",fictional throne room,refinement,room in the official residence of the crown,throne room only appearing in works of fiction,refinement
411203964,279,Q21077147$10bb4d85-433b-5881-ed59-df6be2bb7813,subclass of,eye pain,"""Q81938""",pain,"""Q21119839""",eye pain,refinement,type of unpleasant feeling,,refinement
1157178015,106,Q19931195$97010a64-4a27-c4ad-a920-b379f284c635,occupation,Dollar Bill,"""Q48282""",student,"""Q10934814""",college student,refinement,"learner, or someone who attends an educational institution",,refinement
468351870,31,Q1358372$B287FEC8-0CB2-434E-90B5-6071E6B7972A,instance of,Tuck & Patti,"""Q15618652""",duo,"""Q19184926""",musical duo,refinement,group composed of two persons,ensemble of two musicians,refinement
258896973,31,Q10895807$003B0305-F6A7-413C-8D5D-B84216057CD7,instance of,,"""Q1497364""",building complex,"""Q19934856""",twin towers,refinement,set of related buildings,set of two identical towers (not only skyscrapers),refinement
1671714904,31,Q23481695$45341927-4b2b-ba83-042e-8c36f86d080d,instance of,,"""Q131080""",Holy Week,"""Q109379965""",Holy Week in a geographic region,refinement,calendar date,,refinement
632144926,39,Q6244698$F9A3BDCB-BC06-4654-9835-FA2E67F6F69B,position held,John Leverett,"""Q20770897""",Governor of Massachusetts,"""Q48955989""",Governor of the Massachusetts Bay Colony,refinement,Governor of Massachusetts in the colonial era (to 1775),,refinement
159020898,31,q1137359$E493EFF3-A491-4D85-B25A-5C32F268CE10,instance of,The Pirates! In an Adventure with Scientists!,"""Q11424""",film,"""Q836003""",animated film,refinement,"sequence of images that give the impression of movement, stored on film stock",film created using animation,refinement
561451546,31,q1266820$a350cac5-4781-ed23-6178-279add8256fd,instance of,Polybius,"""Q7889""",video game,"""Q40213094""",fictional video game,refinement,electronic game with user interface and visual feedback,fictional videogame in a narrative form of arts,refinement
2048340155,279,Q823671$b8ac85b3-4374-78b1-e843-53d7587068fd,subclass of,Brahmana,"""Q234460""",text,"""Q1194040""",Hindu text,refinement,"object that can be ""read"" by reader; result of writing",historic literature of Hinduism,refinement
186871356,186,Q18683635$64046A16-3D45-4385-9E3A-1E8F59B676A9,made from material,Self-Portrait,"""Q11472""",paper,"""Q15402056""",wove paper,refinement,"thin, flexible material mainly used for writing upon, printing upon, drawing or for packaging",writing paper,refinement
272245162,279,Q866816$118067ff-4258-d27f-0593-1c647f72f01c,subclass of,bourrée,"""Q11639""",dance,"""Q3015613""",Baroque dance,refinement,rhythmic movement of the body,dance of the Baroque era,refinement
1311724018,4934,Q1323330$98747164-4cd4-10c3-9e95-2fa0d3eb2e28,calculated from,Ekman number,"""Q834020""",angular frequency,"""Q102245394""",Earth's angular frequency,refinement,rate of change of the phase angle,,refinement
764824489,106,Q4974724$b437e02c-e677-4b66-a318-5daf0a65bfb5,occupation,Mildred Richardson,"""Q16533""",judge,"""Q56882269""",figure skating judge,refinement,official who presides over court proceedings,,refinement
278850605,31,Q1319931$938EDE07-7BCB-4FF2-83F6-574EDCDF4626,instance of,District 6,"""Q2582669""",district,"""Q21608359""",urban district of Vietnam,refinement,subdivision of Vietnam,administrative territorial entity,refinement
577584124,106,Q5220610$E2F37C15-FCAF-40C1-BB0F-D9379A61BC70,occupation,Danny McCulloch,"""Q855091""",guitarist,"""Q29017402""",bass guitarist,refinement,musician who plays the guitar,,refinement
924501502,106,Q63340000$7f82df8b-41d8-c707-f8ee-a76d88a80999,occupation,Kathrine Krogh Hoffmann,"""Q1231865""",pedagogue,"""Q21941967""",social pedagogue,refinement,person working in the academic field of pedagogy,profession,refinement
1206194978,31,Q5268427$e645f2ad-483b-edc3-40be-e4e386afb8b1,instance of,Hub Dam,"""Q12323""",dam,"""Q11285593""",earth-fill dam,refinement,barrier that impounds water or underground streams,dam constructed as a simple embankment of well compacted earth,refinement
1021283396,4224,Q7057050$6998B351-B5C6-447D-8CEE-FDF395D0BB84,category contains,Category:Black-and-white photographs,"""Q125191""",photograph,"""Q68831380""",black-and-white photograph,refinement,image created by light falling on a light-sensitive surface,"photographs having images in gray tones, black, and white, and sometimes one hue (which can result from chemical processes used, including toning, or from aging)",refinement
487857375,106,Q3288673$f77c860d-449a-c2eb-c69a-fec3955c4766,occupation,Marcel Besson,"""Q81096""",engineer,"""Q20972719""",aeronautical engineer,refinement,professional practitioner of engineering,profession,refinement
2298857744,279,Q59545$FEE50844-5EB1-437A-907C-FA97B08884CD,subclass of,temporary work agency,"""Q261362""",employment agency,"""Q352450""",agency,unrefinement,organization which matches employers to employees,professional service provider,unrefinement
1154341612,39,Q382276$BC048E44-BF45-43EF-A860-1CA9853EBBAB,position held,Tiberius Sempronius Longus,"""Q21599505""",decemvir,"""Q53913298""",decemviri sacris faciundis,unrefinement,"magistrate of Ancient Rome, one of a group of ten members",religious collegium of ten priests in Ancient Rome,refinement
802159675,31,q444451$32E1455B-A328-445C-96C9-A00314BC2AE4,instance of,City of Golden Shadow,"""Q571""",book,"""Q47461344""",written work,unrefinement,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,"any work expressed in writing, such as inscriptions, manuscripts, documents or maps",refinement
6591702,31,q202531$FBF797FE-6A6E-447D-A9D6-022AC1F733BE,instance of,Deception Point,"""Q6293""",photographic film,"""Q11424""",film,unrefinement,sheet of plastic coated with light-sensitive chemicals,"sequence of images that give the impression of movement, stored on film stock",unrefinement
1343214941,793,Q1980$0cb1a9a5-4b24-be44-298d-282f91642ab6,significant event,Stade de Gerland,"""Q1782573""",2007 Rugby World Cup qualifying,"""Q124753""",2007 Rugby World Cup,unrefinement,,6th Rugby World Cup,property_value_update
201113047,31,Q23540$A23BEE09-6EFF-4F3B-A37D-03313BFC5AE7,instance of,Protestantism,"""Q842798""",Western Christianity,"""Q13414953""",religious denomination,unrefinement,"Christianity originating from the tradition of the Western Roman Empire, with its capital in Rome. consists of the Latin Church of the Catholic Church and its derivatives",identifiable religious subgroup with a common structure and doctrine,property_value_update
956401074,31,Q208147$b4c170c1-4a74-dc49-2833-583f8ca6fc92,instance of,hang gliding,"""Q18353240""",air sports at the 2014 Asian Beach Games,"""Q644628""",air sports,unrefinement,,range of aerial activities,unrefinement
1036572143,159,Q285246$CCB12246-A825-4524-97E1-C69EF5EF0664,headquarters location,De Havilland Canada,"""Q118696""",Downsview Airport,"""Q172""",Toronto,unrefinement,airport,"capital and largest city of the province of Ontario, Canada",property_value_update
1074625850,31,Q417800$56E03037-7603-47E6-92B8-164B23720815,instance of,CD8,"""Q420927""",protein complex,"""Q78155096""",family of protein complexes,unrefinement,stable macromolecular complex,species-independent set of protein complexes with a common characteristic or origin,refinement
2152339523,137,Q34486$E1033785-98BF-4E61-80B2-1CF78FBF2781,operator,helicopter,"""Q57770""",Argentine Air Force,"""Q61883""",air force,unrefinement,air warfare branch of Argentina's armed forces,military branch of service primarily concerned with aerial warfare,unrefinement
2139592076,410,Q332972$E1499340-2976-4B4E-AA3C-FFAD0C5C28E7,military or police rank,"Augustus Keppel, 1st Viscount Keppel","""Q4902790""",vice admiral,"""Q2916006""",admiral,unrefinement,military rank in the british Royal Navy,senior rank of the Royal Navy of the United Kingdom,unrefinement
1573383711,410,Q305387$e1ff8f27-457d-a678-7a7a-cb32e6c26c13,military or police rank,Kathryn Janeway,"""Q77798300""",rear admiral,"""Q132851""",admiral,unrefinement,Starfleet rank,highest naval officer rank,unrefinement
745829938,452,Q372657$a61abc5d-4bd7-1a57-541c-2312d7054067,industry,Credit Suisse,"""Q1548025""",retail banking,"""Q837171""",financial services,unrefinement,provision of services by a bank to individual consumers,economic service provided by the finance industry,unrefinement
1394659043,31,Q62156$A1A15FC2-6030-4FA0-AD2A-4CC9DBDC0FA9,instance of,Antonov An-26,"""Q15056995""",aircraft model,"""Q45296117""",aircraft type,unrefinement,"specific aircraft design and specification, differentiated from others of its family",specific aircraft design and specification,refinement
